,OBJECTID,ID,Y,X,NAZEV,AKTUALIZACE,CENA,JMENO
933,934,5756,49.811908,13.392619,"Benzina Plus, PlzeÚsk·, T¯emoön·",04.11.2014 17:17,36.2,Benzina Plus
741,742,5951,49.780568,14.703282,"EuroOil, Vlaöimsk· 2168, Beneöov",05.11.2014 05:02,36.2,EuroOil
1648,1649,7130,49.278805,17.685397,"Silmet, ZlÌnsk· 392, Fryöt·k",04.11.2014 13:07,36.2,Silmet
742,743,5952,49.9748,14.1007,"EuroOil, Praûsk· 859, Beroun-Z·vodÌ",05.11.2014 05:02,36.2,EuroOil
743,744,6087,49.15306,16.88694,"EuroOil, BuËovick· 1455, Slavkov u Brna",05.11.2014 05:02,36.2,EuroOil
489,490,7345,49.756189,14.52941,"ZdenÏk Bart·k, Praûsk· 310, Neveklov",05.11.2014 06:55,36.2,ZdenÏk Bart·k
1022,1023,6775,49.653569,14.425454,"PapOil, Sedleck· 1167, SedlËany",04.11.2014 16:52,36.2,PapOil
1628,1629,5205,50.699697,15.434613,"Agip, Jablonec nad Jizerou 800",04.11.2014 13:12,36.2,Agip
744,745,6112,49.34194,17.99333,"EuroOil, DolnÌ Jasenka 283, VsetÌn",05.11.2014 05:02,36.2,EuroOil
1379,1380,5794,50.433849,15.408477,"Benzina Plus, silnice E442, smÏr JiËÌn, Robousy",04.11.2014 15:01,36.2,Benzina Plus
1024,1025,6347,49.607704,15.604609,"LukOil, éiûkova 34, HavlÌËk˘v Brod",04.11.2014 16:52,36.2,LukOil
1394,1395,5560,50.35027,13.81611,"Benzina, V·clava Majera 2672, Louny",04.11.2014 14:56,36.2,Benzina
1378,1379,5583,50.48333,15.50583,"Benzina, Praûsk·, do centra, Nov· Paka",04.11.2014 15:01,36.2,Benzina
1044,1045,5758,50.55676,13.60159,"Benzina Plus, silnice 27, Z·luûÌ",04.11.2014 16:45,36.2,Benzina Plus
978,979,5315,49.954242,14.378078,"Agip, Strakonick·, Praha 5-BanÏ",04.11.2014 17:03,36.2,Agip
1377,1378,5582,50.482651,15.504758,"Benzina, Praûsk·, z centra, Nov· Paka",04.11.2014 15:01,36.2,Benzina
1537,1538,6647,50.17624,12.67824,"OMV, Karla HavlÌËka BorovskÈho 2070, Sokolov",04.11.2014 14:08,36.2,OMV
1461,1462,6572,50.36016,13.824711,"OMV, Husova 2647, Louny",04.11.2014 14:33,36.2,OMV
1480,1481,6656,49.807054,12.643319,"OMV, Sokolovsk· 1986, Tachov",04.11.2014 14:29,36.2,OMV
554,555,7017,50.38559,13.26005,"Shell Czech Republic, a.s., Kl·ötereck· 1688, Kada",05.11.2014 05:29,36.2,Shell Czech Republic
988,989,5569,49.870629,14.27048,"Benzina, ÿevnick·, MnÌöek pod Brdy",04.11.2014 16:59,36.2,Benzina
1468,1469,5789,50.43277,14.92555,"Benzina Plus, Boleslavsk·, Kosmonosy",04.11.2014 14:32,36.2,Benzina Plus
1427,1428,7028,50.35612,13.78005,"Shell Czech Republic, a.s., Postoloprtsk· 828, Lou",04.11.2014 14:51,36.2,Shell Czech Republic
1698,1699,5791,50.773592,15.04622,"Benzina Plus, Chrastavsk·, Liberec",04.11.2014 12:54,36.2,Benzina Plus
814,815,5509,49.668277,18.314003,"Benzina, P¯Ìborsk·, Fr˝dek-MÌstek",04.11.2014 18:10,36.2,Benzina
1010,1011,5729,49.618166,15.574378,"Benzina Plus, Praûsk· 3565, HavlÌËk˘v Brod",04.11.2014 16:55,36.2,Benzina Plus
1584,1585,5643,49.643427,13.167446,"Benzina, PlzeÚsk·, Stod",04.11.2014 13:34,36.2,Benzina
1676,1677,7027,50.76817,15.04094,"Shell Czech Republic, a.s., éitavsk·, Liberec",04.11.2014 12:59,36.2,Shell Czech Republic
1641,1642,5924,49.415033,16.734564,"EBU, Sloup 187",04.11.2014 13:09,36.2,EBU
1228,1229,5498,49.741059,18.621388,"Benzina, Jablunkovsk· 1967, »esk˝ TÏöÌn",04.11.2014 15:53,36.2,Benzina
192,193,5175,50.811534,13.982424,"OMV, silnice 248, Petrovice 575",05.11.2014 09:32,36.2,OMV
397,398,6589,49.619816,17.293841,"OMV, Chv·lkovick·, Olomouc",05.11.2014 08:19,36.2,OMV
1084,1085,5753,49.79027,18.41083,"Benzina Plus, éelezniË·¯˘ 3, HavÌ¯ov",04.11.2014 16:28,36.2,Benzina Plus
1321,1322,5562,48.812979,16.629953,"Benzina, BrnÏnsk·, Mikulov",04.11.2014 15:24,36.2,Benzina
1901,1902,5755,50.14943,13.05221,"Benzina Plus, Praûsk·, Bochov",04.11.2014 10:53,36.2,Benzina Plus
1900,1901,5501,50.244256,12.89908,"Benzina, silnice 13, Dalovice-Vöeborovice",04.11.2014 10:53,36.2,Benzina
1080,1081,7698,50.7121781,15.3155497,"SIZ VelkÈ Hamry 624, 46845",04.11.2014 16:29,36.2,SIZ VelkÈ Hamry 624
1875,1876,5432,50.07822,14.64816,"Avanti, StarokolÌnsk·, Praha 9-⁄jezd nad Lesy",04.11.2014 11:10,36.2,Avanti
1899,1900,5269,50.23653,12.89823,"Agip, Star· Kysibelsk·, Karlovy Vary",04.11.2014 10:53,36.2,Agip
2067,2068,5260,49.96068,15.78261,"Agip, Pardubick·, Chrudim",04.11.2014 08:27,36.2,Agip
68,69,6539,49.937286,15.795546,"OMV, Obce Leû·k˘ 828, Chrudim",05.11.2014 10:05,36.2,OMV
1248,1249,6815,49.787587,14.285405,"Pasoil, StaroknÌnsk· 436, Nov˝ KnÌn",04.11.2014 15:47,36.2,Pasoil
1982,1983,5750,49.46583,18.16222,"Benzina Plus, HornÌ Paseky 2270, Roûnov pod Radhoö",04.11.2014 09:48,36.2,Benzina Plus
1150,1151,6522,49.5654,15.9195,"OMV, silnice 19, Hamry nad S·zavou 366",04.11.2014 16:19,36.2,OMV
111,112,5626,49.69083,14.0325,"Benzina, éiûkova 705, P¯Ìbram",05.11.2014 09:55,36.2,Benzina
1896,1897,6447,50.276684,12.81229,"MTV Group, silnice 209, MezirolÌ",04.11.2014 10:55,36.2,MTV Group
84,85,6435,49.762654,15.480956,"Miloö KvaËek, Praûsk· 410, Habry",05.11.2014 10:01,36.2,Miloö KvaËek
191,192,5173,50.787475,13.977513,"Shell Czech Republic, a.s., silnice 248, Petrovice",05.11.2014 09:32,36.2,Shell Czech Republic
1979,1980,5633,49.46222,18.12861,"Benzina, 1.m·je 2637, Roûnov pod RadhoötÏm",04.11.2014 09:50,36.2,Benzina
1247,1248,6641,49.675382,13.984204,"OMV, Jana Drdy 528, P¯Ìbram",04.11.2014 15:47,36.2,OMV
431,432,5713,49.012667,14.004779,"Benzina Plus, Nebahovsk·, Prachatice",05.11.2014 08:00,36.2,Benzina Plus
1161,1162,5284,49.964579,12.694063,"Agip, Chebsk· 20b, Mari·nskÈ L·znÏ",04.11.2014 16:17,36.2,Agip
3,4,6909,49.785692,13.720642,"RoBiN OIL, s.r.o., PlzeÚsk· 565, M˝to",05.11.2014 10:44,36.2,RoBiN OIL
193,194,5176,50.8116539,13.98177,"OMV, Petrovice 575B,",05.11.2014 09:32,36.2,OMV
1911,1912,5711,48.82111,14.45888,"Benzina Plus, Kaplick· 469, VeleöÌn",04.11.2014 10:47,36.2,Benzina Plus
1125,1126,6574,49.952514,12.703241,"OMV, PlzeÚsk·, Mari·nskÈ L·znÏ",04.11.2014 16:22,36.2,OMV
2026,2027,7690,50.24649,17.21383,"Benzina, »esk· Ves Jesenick·",04.11.2014 08:58,36.2,Benzina
2002,2003,5592,49.92722,17.89861,"Benzina, Hradeck· 53/2437, Opava",04.11.2014 09:23,36.2,Benzina
1998,1999,6965,49.55837,18.34597,"Shell Czech Republic, a.s., silnice 483, »eladn·",04.11.2014 09:25,36.2,Shell Czech Republic
2099,2100,5589,49.657798,17.832122,"Benzina, Hranick· 59, Odry",03.11.2014 17:22,36.2,Benzina
1140,1141,5519,49.325416,17.552131,"Benzina, PalackÈho 226, Holeöov",04.11.2014 16:20,36.2,Benzina
2031,2032,6305,48.98917,16.67778,"Kolev, BrnÏnsk· 554, VelkÈ NÏmËice",04.11.2014 08:48,36.2,Kolev
2013,2014,5803,49.84555,18.55444,"Benzina Plus, T¯Ìda 17. listopadu, Karvin·",04.11.2014 09:10,36.2,Benzina Plus
1453,1454,5174,50.7864197,13.978885,"Pema, Petrovice,",04.11.2014 14:38,36.19,Pema
1202,1203,6944,49.153394,16.349719,"Rostislava Sklen·¯ov·, Oslavansk·, Zb˝öov",04.11.2014 15:59,36.1,Rostislava Sklen·¯ov·
1272,1273,7152,49.313066,15.081449,"Slovnaft, Pelh¯imovsk· 758, Kamenice nad Lipou",04.11.2014 15:39,36.1,Slovnaft
509,510,5356,49.9063,16.599937,"Agrochem, N·draûnÌ 964, Lanökroun",05.11.2014 06:28,36.1,Agrochem
382,383,5373,50.770175,14.198439,"Albert »S, Uheln· 1896/2, DÏËÌn",05.11.2014 08:27,36.1,Albert »S
476,477,7739,48.7675031,14.0254947,"Pletka, Volarsk·, 382 26  HornÌ Plan·",05.11.2014 07:21,36.1,Pletka
809,810,5382,49.675534,18.327133,"Albert »S, 17. Listopadu 2262, Fr˝dek-MÌstek",04.11.2014 18:20,36.1,Albert »S
740,741,6082,49.207971,16.894363,"EuroOil, »ech˝nsk· 169, RousÌnov",05.11.2014 05:02,36.1,EuroOil
739,740,5980,49.667809,18.313832,"EuroOil, P¯Ìborsk· 2271, Fr˝dek-MÌstek",05.11.2014 05:02,36.1,EuroOil
403,404,5848,49.62676,15.044392,"»S, Vlaöimsk·, »echtice",05.11.2014 08:16,36.1,»S
1088,1089,6133,49.970992,14.614385,"Eurowag, ZdÏbradsk· 124, Modletice",04.11.2014 16:28,36.1,Eurowag
924,925,7316,49.964006,16.984136,"Vena Trade, Jeremenkova 14, äumperk",04.11.2014 17:18,36.0,Vena Trade
1591,1592,5857,50.037224,13.877497,"»S, K¯ivokl·t, silnice 201",04.11.2014 13:32,36.0,»S
1452,1453,5172,50.7857972,14.01486,"TTB sro., Tis·,",04.11.2014 14:38,36.0,TTB sro.
1274,1275,5912,49.306976,15.075985,"Dobroslava Kubiskov·, Pelh¯imovsk· 759, Kamenice n",04.11.2014 15:38,36.0,Dobroslava Kubiskov·
1220,1221,7147,49.75838,18.61101,"Slovnaft, Karvinsk· 1941, »esk˝ TÏöÌn",04.11.2014 15:55,36.0,Slovnaft
772,773,5463,50.000335,14.002706,"Benol, Niûbor 108",04.11.2014 19:00,35.99,Benol
149,150,7018,50.20898,14.085129,"Shell Czech Republic, a.s., silnice R7, smÏr Chomu",05.11.2014 09:42,35.99,Shell Czech Republic
732,733,6043,49.85986,14.26436,"EuroOil, N·draûnÌ 1036, MnÌöek pod Brdy",05.11.2014 05:02,35.9,EuroOil
733,734,6077,49.459659,17.11128,"EuroOil, BrnÏnsk· 90, ProstÏjov",05.11.2014 05:02,35.9,EuroOil
734,735,6078,49.472833,17.063681,"EuroOil, silnice 150, prostÏjov-Mostkovice 415",05.11.2014 05:02,35.9,EuroOil
735,736,6085,49.785767,18.37276,"EuroOil, Z·meck· 9, äenov",05.11.2014 05:02,35.9,EuroOil
980,981,5930,49.964459,14.381299,"Eldostav, K V˝topnÏ, Praha 5-Zbraslav",04.11.2014 17:02,35.9,Eldostav
253,254,7187,48.912646,13.763901,"Swiss Tank, Str·ûn˝-ÿasnice, silnice 4",05.11.2014 09:14,35.9,Swiss Tank
736,737,6094,49.693249,18.323545,"EuroOil, Ostravsk· 433, Sviadnov",05.11.2014 05:02,35.9,EuroOil
737,738,6100,50.046058,15.362305,"EuroOil, Tyröova 108, T˝nec nad Labem",05.11.2014 05:02,35.9,EuroOil
738,739,6117,49.905272,13.962108,"EuroOil, KomenskÈho 1016, Zdice",05.11.2014 05:02,35.9,EuroOil
1941,1942,7356,49.86615,18.42266,"Shell, Na StuchlÌkovci 1347, Orlov·-LutynÏ",04.11.2014 10:24,35.9,Shell
949,950,6758,50.08972,14.46139,"PapOil, Kaliönick· 970/4, Praha 3-éiûkov",04.11.2014 17:14,35.9,PapOil
260,261,5522,48.942621,16.986179,"Benzina, silnice 180, Hovorany 791",05.11.2014 09:08,35.9,Benzina
730,731,6020,49.509288,17.063697,"EuroOil, 8. kvÏtna 713, Kostelec na HanÈ",05.11.2014 05:02,35.9,EuroOil
1159,1160,6563,49.306202,17.405519,"OMV, HulÌnsk· 2353/22, KromÏ¯Ìû",04.11.2014 16:18,35.9,OMV
265,266,6217,48.907715,17.017263,"Chemis engine, BrnÏnsk·, MutÏnice",05.11.2014 09:04,35.9,Chemis engine
1139,1140,7047,49.944242,17.928556,"Shell Czech Republic, a.s., HluËÌnsk· 45, Opava",04.11.2014 16:20,35.9,Shell Czech Republic
992,993,7704,50.7265169,15.1567558,"CITI TANK a.s., U Nisy 4809/46, Jablonec nad Nisou",04.11.2014 16:59,35.9,CITI TANK a.s.
1510,1511,6846,49.802563,16.171523,"ERNEKS/oil TEAM, Budislav 237, Budislav",04.11.2014 14:18,35.9,ERNEKS/oil TEAM
1138,1139,5822,49.559696,15.960841,"ZDAR, a.s., NovomÏstsk· 13, éÔ·r nad S·zavou",04.11.2014 16:20,35.9,ZDAR
930,931,6814,49.72768,13.2555928,"Pasoil, HlavnÌ 779, TluËn·",04.11.2014 17:17,35.9,Pasoil
1516,1517,7109,49.20455,15.89143,"Shell Czech Republic, a.s., SpojovacÌ 1329, T¯ebÌË",04.11.2014 14:12,35.9,Shell Czech Republic
731,732,6038,50.34861,13.81389,"EuroOil, Rybalkova 2702, Louny",05.11.2014 05:02,35.9,EuroOil
1147,1148,5552,49.27773,17.401342,"Benzina, Na Hr·zi, KromÏ¯Ìû-Kotojedy",04.11.2014 16:19,35.9,Benzina
1146,1147,5526,49.31565,17.45222,"Benzina, KromÏ¯Ìûsk·, HulÌn",04.11.2014 16:19,35.9,Benzina
1149,1150,7007,49.303831,17.480383,"Shell Czech Republic, a.s., Z·hlinick· 1280, HulÌn",04.11.2014 16:19,35.9,Shell Czech Republic
955,956,7055,50.041412,15.800431,"Shell Czech Republic, a.s., Na Dr·ûce, Pardubice",04.11.2014 17:12,35.9,Shell Czech Republic
227,228,5305,50.07347,14.46733,"Agip, Rusk·, Praha 10-Vröovice",05.11.2014 09:20,35.9,Agip
1738,1739,5548,50.319458,12.5193,"Benzina, »s. Arm·dy 1883, Kraslice",04.11.2014 12:31,35.9,Benzina
218,219,6518,50.67028,13.79389,"OMV, Rusk· 303, smÏr CÌnovec, DubÌ",05.11.2014 09:21,35.9,OMV
944,945,6842,49.537878,17.419224,"ERNEKS/oil TEAM, Silnice smÏr LipÚany, Tröice",04.11.2014 17:15,35.9,ERNEKS/oil TEAM
942,943,7255,50.033989,14.595728,"Texaco, P¯·telstvÌ, Praha 10-Uh¯ÌnÏves",04.11.2014 17:16,35.9,Texaco
235,236,5497,50.063267,14.848714,"Benzina, Chouranice, »esk˝ Brod",05.11.2014 09:17,35.9,Benzina
1408,1409,6401,50.476309,14.8453,"Manakov, »ist·",04.11.2014 14:54,35.9,Manakov
1157,1158,5520,49.322489,17.590062,"Benzina, ZlÌnsk· 1342, Holeöov",04.11.2014 16:18,35.9,Benzina
237,238,7025,49.562722,16.572623,"Shell Czech Republic, a.s., Praûsk· 84b, Letovice-",05.11.2014 09:16,35.9,Shell Czech Republic
1158,1159,5742,49.553904,15.94659,"Benzina Plus, Jihlavsk·, éÔ·r nad S·zavou",04.11.2014 16:18,35.9,Benzina Plus
224,225,7277,50.06315,14.531919,"Transcentrum, Oprav·¯sk· 2, Praha 10-Hostiva¯",05.11.2014 09:20,35.9,Transcentrum
1148,1149,6904,49.301401,17.385826,"RoBiN OIL, s.r.o., KojetÌnsk· 62a, KromÏ¯Ìû",04.11.2014 16:19,35.9,RoBiN OIL
932,933,7058,49.757806,13.372826,"Shell Czech Republic, a.s., Karlovarsk· 26, PlzeÚ",04.11.2014 17:17,35.9,Shell Czech Republic
931,932,6913,49.780933,13.410141,"RoBiN OIL, s.r.o., 28. ¯Ìjna, PlzeÚ",04.11.2014 17:17,35.9,RoBiN OIL
725,726,5981,49.768332,18.451449,"EuroOil, Fr˝deck· 1622, HavÌ¯ov-Bludovice",05.11.2014 05:02,35.9,EuroOil
726,727,5982,48.982984,17.543624,"EuroOil, silnice 498, Hluk 1263",05.11.2014 05:02,35.9,EuroOil
1390,1391,6272,50.130581,15.91465,"KM-Prona, B˝öù 177",04.11.2014 14:57,35.9,KM-Prona
727,728,5994,49.31954,17.460563,"EuroOil, Skaötick· 1264, HulÌn",05.11.2014 05:02,35.9,EuroOil
1385,1386,5253,50.074576,15.981658,"Agip, Hradeck· 1097, Holice",04.11.2014 14:58,35.9,Agip
728,729,6014,49.855164,18.535184,"EuroOil, Ostravsk· 6a, Karvin·",05.11.2014 05:02,35.9,EuroOil
729,730,6017,49.355009,17.303661,"EuroOil, TrûnÌ n·mÏstÌ 253, KojetÌn",05.11.2014 05:02,35.9,EuroOil
1736,1737,6528,48.792184,15.984902,"OMV, Znojemsk· 101, Hnanice",04.11.2014 12:32,35.9,OMV
1255,1256,5327,49.678901,14.004161,"Agip, B¯eznick· 388, P¯Ìbram",04.11.2014 15:45,35.9,Agip
2006,2007,7103,49.23913,13.52089,"Shell Czech Republic, a.s., Hr·deck· 379, Suöice",04.11.2014 09:17,35.9,Shell Czech Republic
2062,2063,5613,48.988502,16.536158,"Benzina, BrnÏnsk·, Poho¯elice",04.11.2014 08:30,35.9,Benzina
54,55,5694,50.333199,13.538973,"Benzina, OkurkovÈ n·mÏstÌ, éatec",05.11.2014 10:12,35.9,Benzina
1450,1451,6919,50.133242,14.45352,"RoBiN OIL, s.r.o., éernoseck· 1849, Praha 8-Kobyli",04.11.2014 14:39,35.9,RoBiN OIL
1451,1452,6696,50.435516,15.1189,"PapOil, P¯Ìhonsk·, DolnÌ Bousov",04.11.2014 14:39,35.9,PapOil
1455,1456,7060,49.747727,13.364827,"Shell Czech Republic, a.s., P¯emyslova 41, PlzeÚ",04.11.2014 14:35,35.9,Shell Czech Republic
1206,1207,5816,49.503449,16.498981,"CAROIL CZECH, s.r.o., Kunöt·t-SychotÌn 86",04.11.2014 15:58,35.9,CAROIL CZECH
63,64,7121,49.9421942,16.1657922,"Shell Czech Republic, a.s., Husova, VysokÈ M˝to",05.11.2014 10:07,35.9,Shell Czech Republic
2059,2060,5886,49.168409,16.681288,"»SAD HodonÌn, Tu¯anka 115/1222, Brno-Slatina",04.11.2014 08:31,35.9,»SAD HodonÌn
102,103,5286,49.73195,14.13753,"Agip, silnice R4, smÏr Praha, Obo¯iötÏ",05.11.2014 09:57,35.9,Agip
1200,1201,6142,49.462418,16.577339,"Forman, Krhov 176",04.11.2014 15:59,35.9,Forman
82,83,5402,50.16689,12.315919,"Armex Oil, silnice E49, Vojtanov",05.11.2014 10:02,35.9,Armex Oil
1199,1200,5745,49.491006,16.64985,"Benzina Plus, Chrudichromsk· 2, Boskovice",04.11.2014 15:59,35.9,Benzina Plus
87,88,6986,50.692764,14.541949,"Shell Czech Republic, a.s., éitavsk·, »esk· LÌpa",05.11.2014 10:01,35.9,Shell Czech Republic
88,89,7696,50.4122821,14.3057918,Pasoil,05.11.2014 10:01,35.9,Pasoil
919,920,7140,49.871265,16.890293,"Slovnaft, Olomouck· 4, Z·b¯eh",04.11.2014 17:19,35.9,Slovnaft
861,862,6485,49.757888,18.03204,"OMV, Ostravsk· 260, BÌlovec",04.11.2014 17:47,35.9,OMV
1449,1450,5319,50.134843,14.45221,"Agip, HorÚ·teck·, Praha 8-Kobylisy",04.11.2014 14:40,35.9,Agip
52,53,5872,50.178671,13.434451,"»S, HlavnÌ, Kryry",05.11.2014 10:13,35.9,»S
866,867,7000,49.528426,12.94864,"Shell Czech Republic, a.s., Na p¯eloûce 289, Horöo",04.11.2014 17:46,35.9,Shell Czech Republic
1421,1422,7057,49.303571,14.138082,"Shell Czech Republic, a.s., Hradiötsk· 2479, PÌsek",04.11.2014 14:52,35.9,Shell Czech Republic
1237,1238,7674,49.209099,15.613621,"Agip »R, s r.o., Hladov 77",04.11.2014 15:51,35.9,Agip »R
47,48,6675,50.313692,13.532654,"OMV, Husova 2921, éatec",05.11.2014 10:14,35.9,OMV
1436,1437,7263,49.095353,16.600941,"TOP Petrol, Masarykova, Rajhrad",04.11.2014 14:46,35.9,TOP Petrol
902,903,7059,49.72706,13.41302,"Shell Czech Republic, a.s., Koterovsk· 156, PlzeÚ",04.11.2014 17:29,35.9,Shell Czech Republic
2090,2091,7169,48.973482,17.083654,"SP Servis, HlavnÌ 1164, Svatobo¯ice-Mist¯Ìn",04.11.2014 06:47,35.9,SP Servis
880,881,6761,50.1227,14.51286,"PapOil, Kbelsk·, Praha 9-Prosek",04.11.2014 17:42,35.9,PapOil
1218,1219,7144,49.63084,18.72084,"Slovnaft, silnice E75, Byst¯ice",04.11.2014 15:56,35.9,Slovnaft
24,25,6950,50.311426,12.941412,"Shell Czech Republic, a.s., ObchodnÌ, Ostrov",05.11.2014 10:25,35.9,Shell Czech Republic
1429,1430,5328,49.744003,13.581272,"Agip, Arbesova 975, Rokycany",04.11.2014 14:50,35.9,Agip
2100,2101,6246,50.239708,15.505466,"Jitka Soukupov·, Dukelsk· t¯Ìda 990, Nov˝ Bydûov",03.11.2014 16:32,35.9,Jitka Soukupov·
10,11,5733,49.09361,17.74361,"Benzina Plus, Uherskobrodsk· 981, LuhaËovice",05.11.2014 10:36,35.9,Benzina Plus
893,894,6605,49.7666,13.3741,"OMV, Lidick· 1089/22, PlzeÚ",04.11.2014 17:31,35.9,OMV
1243,1244,7732,49.6912525,13.9957147,"Silmet, K PodlesÌ 539, P¯Ìbram",04.11.2014 15:48,35.9,Silmet
104,105,7056,50.027224,15.762374,"Shell Czech Republic, a.s., TeplÈho, Pardubice",05.11.2014 09:56,35.9,Shell Czech Republic
177,178,7149,49.555793,18.197984,"Slovnaft, silnice 58, Frenöt·t pod RadhoötÏm",05.11.2014 09:37,35.9,Slovnaft
1175,1176,5444,50.05722,14.34278,"AVIA, Peka¯sk· 5, Praha 5-Jinonice",04.11.2014 16:12,35.9,AVIA
788,789,7021,50.022536,15.207766,"Shell Czech Republic, a.s., Jaselsk· 880, KolÌn",04.11.2014 18:27,35.9,Shell Czech Republic
1493,1494,6158,50.320058,14.939556,"Galon, Boleslavsk· 300, LuötÏnice",04.11.2014 14:27,35.9,Galon
1494,1495,6819,50.343043,14.919824,"Pavel Langr, NÏmËice 60",04.11.2014 14:27,35.9,Pavel Langr
142,143,5744,49.753293,16.476993,"Benzina Plus, U T¯Ì most˘, Svitavy",05.11.2014 09:46,35.9,Benzina Plus
143,144,6961,49.715418,16.255669,"Shell Czech Republic, a.s., Starohradsk· 316, Poli",05.11.2014 09:46,35.9,Shell Czech Republic
280,281,6793,49.017671,14.755336,"PapOil, Praûsk· 1137, T¯eboÚ",05.11.2014 08:56,35.9,PapOil
774,775,6760,50.07935,14.30943,"PapOil, Drnovsk· 28, Praha 6-RuzynÏ",04.11.2014 18:59,35.9,PapOil
1475,1476,6575,50.41083,14.935,"OMV, JiËÌnsk· 1355, Mlad· Boleslav",04.11.2014 14:30,35.9,OMV
1501,1502,7735,49.248545,16.7295481,"Silmet, Ochoz u Brna 394, 664 02",04.11.2014 14:23,35.9,Silmet
769,770,6931,50.137964,14.243928,"RoBiN OIL, s.r.o., silnice R7, St¯edokluky",04.11.2014 19:01,35.9,RoBiN OIL
1504,1505,5276,50.31226,12.52121,"Agip, »s.arm·dy, Kraslice",04.11.2014 14:22,35.9,Agip
2012,2013,7105,49.410694,14.683371,"Shell Czech Republic, a.s., Ch˝novsk· 2217, T·bor",04.11.2014 09:14,35.9,Shell Czech Republic
176,177,5828,49.938667,14.716322,"CTJ, Husova 723, Mnichovice",05.11.2014 09:37,35.9,CTJ
763,764,7333,49.719172,14.2757,"VS Petrol, silnice 102, DrevnÌky",04.11.2014 19:23,35.9,VS Petrol
789,790,7022,50.032999,15.225418,"Shell Czech Republic, a.s., T¯Ìdvorsk· 1415, KolÌn",04.11.2014 18:27,35.9,Shell Czech Republic
790,791,7126,50.049583,15.198835,"Sihelsk˝, Veltrubsk· 543, KolÌn",04.11.2014 18:27,35.9,Sihelsk˝
792,793,6689,50.039567,15.107893,"PapOil, silnice 12, ZlatÈ Slunce, B¯eûany",04.11.2014 18:26,35.9,PapOil
1249,1250,5625,49.66833,13.995,"Benzina, Brodsk·, P¯Ìbram",04.11.2014 15:46,35.9,Benzina
1490,1491,7747,50.1643095,14.4950174,"PapOil, R10, smÏr Mlad· Boleslav, Ben·tky nad Jize",04.11.2014 14:28,35.9,PapOil
799,800,6275,50.046947,14.995991,"KM-Prona, VrbËany 53",04.11.2014 18:24,35.9,KM-Prona
800,801,6354,50.011781,15.224533,"LukOil, HavlÌËkova, KolÌn",04.11.2014 18:24,35.9,LukOil
801,802,6470,50.047076,15.219146,"Ojl, OvË·reck·, KolÌn",04.11.2014 18:24,35.9,Ojl
1489,1490,7352,50.361636,14.963137,"Zena, Koso¯ick· 634, Dobrovice",04.11.2014 14:28,35.9,Zena
803,804,6273,49.952948,15.040788,"KM-Prona, Sokolsk· 539, Z·smuky",04.11.2014 18:23,35.9,KM-Prona
2040,2041,6797,48.895199,16.819209,"PapOil, N·draûnÌ, VelkÈ Pavlovice",04.11.2014 08:41,35.9,PapOil
1488,1489,6280,50.361844,14.792894,"KM-Prona, MÏlnick·, Bezno",04.11.2014 14:28,35.9,KM-Prona
2043,2044,6865,49.01484,16.601154,"Radek Lehk˝, ZemÏdÏlsk·, éabËice",04.11.2014 08:40,35.9,Radek Lehk˝
1484,1485,6457,49.124266,16.614139,"Novotn˝, H¯bitovnÌ 670, Mod¯ice",04.11.2014 14:28,35.9,Novotn˝
119,120,5249,50.550716,14.544046,"Agip, silnice 9, Dub·",05.11.2014 09:53,35.9,Agip
1477,1478,7035,50.410681,14.930934,"Shell Czech Republic, a.s., JiËÌnsk·, Mlad· Bolesl",04.11.2014 14:30,35.9,Shell Czech Republic
1476,1477,6577,50.4099,14.9308,"OMV, JiËÌnsk· 1354, Mlad· Boleslav",04.11.2014 14:30,35.9,OMV
995,996,6860,49.98389,14.36778,"PR-Pavel R˘ûiËka, V˝padov· 14, Praha 16-RadotÌn",04.11.2014 16:57,35.9,PR-Pavel R˘ûiËka
1761,1762,5262,48.792155,16.08239,"Agip, silnice E59, Chvalovice",04.11.2014 12:25,35.9,Agip
389,390,6203,50.223028,16.285998,"HDB, Skuhrov nad BÏlou",05.11.2014 08:25,35.9,HDB
1832,1833,5298,50.08693,12.26537,"Agip, silnice E48, smÏr NÏmecko, PomezÌ nad Oh¯Ì",04.11.2014 11:39,35.9,Agip
1718,1719,7301,48.85419,16.109567,"Unicorn, BrnÏnsk· 341, Doböice",04.11.2014 12:37,35.9,Unicorn
1836,1837,7129,50.149738,14.587426,"Silmet, Mladoboleslavsk· 766, Praha 9-Vino¯",04.11.2014 11:37,35.9,Silmet
1646,1647,7133,49.215218,17.760456,"Silmet, OsvobozenÌ, LÌpa",04.11.2014 13:08,35.9,Silmet
1770,1771,6297,49.888841,15.069172,"KM-Prona, KolÌnsk· 244, UhlÌ¯skÈ Janovice",04.11.2014 12:11,35.9,KM-Prona
1769,1770,6759,50.07703,14.40186,"PapOil, Drtinova, Praha 5-SmÌchov",04.11.2014 12:19,35.9,PapOil
1644,1645,7719,49.2164164,17.7775014,"ALITRON CZ, s.r.o., LÌpa 269",04.11.2014 13:09,35.9,ALITRON CZ
359,360,6653,49.744428,16.478424,"OMV, Kapit·na Jarose 64/727, Svitavy",05.11.2014 08:34,35.9,OMV
1109,1110,6458,49.403257,17.106703,"Novotn˝, KelËice 140",04.11.2014 16:25,35.9,Novotn˝
